NO1 NO2 NO3 NO4 NO5 DE-LU DK1 FI GB NL SE1 SE2 SE3
 -316.364783  1139.979908    14.974751 -1110.561707  -408.273224     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -384.504065  1317.109515     2.629113 -1104.879544  -491.713467     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -465.652744  1455.729480    -3.862888 -1094.081023  -691.601727     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -468.404386  1515.550779     0.420031 -1094.493662  -690.208335     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -467.822194  1411.956525    -7.341635 -1095.079186  -664.002957     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -409.336844  1319.218514    33.160252 -1117.021802  -541.987425     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -326.215626  1339.851115    88.194566 -1152.829263  -503.014695     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -282.404082  1318.023961    92.446089 -1161.579680  -419.421493     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -270.487816  1306.367726    97.527595 -1159.504695  -387.385427     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -270.958058  1175.515569   103.296293 -1161.543123  -447.662576     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -276.249267  1171.391894    93.806962 -1159.280570  -380.491544     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -279.660792  1189.865758    92.968916 -1148.843524  -422.211164     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -276.264932  1109.430850   100.691210 -1156.314000  -425.029605     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -283.663254  1121.708564    96.258733 -1151.823536  -427.561799     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -292.436342  1116.609191   105.737841 -1152.212899  -431.998532     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -285.633140  1071.619596   116.189777 -1156.607609  -358.355800     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -300.844916  1044.138685   124.865143 -1154.510562  -378.478162     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -372.510375   871.678700   113.192823 -1153.882228  -487.295187     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -385.055612   727.701679   116.607842 -1161.919760  -452.823516     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -398.922602   634.330011   109.163876 -1161.747456  -429.317485     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -405.760268   583.711300   101.096702 -1162.779459  -434.932564     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -260.354644   706.151933   196.786501 -1168.034596  -560.780781     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -277.815458   652.293527   145.804636 -1174.381972  -390.329247     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -327.860848  1016.830386   127.527609 -1158.984544  -434.690500     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -332.522627  1247.745205   130.077465 -1151.092170  -399.992751     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -411.451807  1189.439810    60.998087 -1129.536029  -514.815781     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -427.612001  1172.508881    66.911911 -1129.204205  -599.518105     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -429.387673  1254.077029    59.222834 -1121.871420  -645.279983     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -411.812171  1250.410754    62.481714 -1124.512909  -663.500692     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -376.711826  1202.200773    77.297521 -1147.193839  -561.044504     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -288.126540  1084.866834   124.891195 -1189.365244  -440.303636     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -260.598869   877.682693   169.990132 -1205.337139  -367.969725     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -257.740164   698.065337   180.484329 -1223.096491  -301.171887     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -314.111074   802.451979   124.952617 -1194.248191  -480.193314     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -303.590368   702.944386   135.472725 -1196.112193  -473.225953     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -302.519474   682.601370   124.894163 -1195.065983  -500.648175     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -312.501406   678.220721   115.763551 -1182.679972  -442.064456     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -294.637107   664.120566   126.390766 -1179.815218  -448.717154     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -284.464123   736.327888   140.529151 -1181.250735  -538.397256     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -268.906970   732.019027   160.164639 -1173.909761  -317.420923     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -279.870456   930.109745   163.453064 -1184.736611  -494.255996     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -308.162969   945.476354   157.979792 -1182.276585  -411.075169     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -315.904477   977.261510   147.849538 -1183.267343  -444.887759     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -313.827236   993.804925   156.676562 -1181.816077  -448.484017     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -334.716128   986.059136   160.449289 -1181.256780  -347.428942     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -308.156189   997.777601   156.333543 -1170.519969  -448.608356     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
 -320.061670  1025.576754   154.628692 -1168.328890  -456.132836     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
